date,idoc_id,pollex_id,error_message,process,query,mockups
2023-02-27 00:00:00,46638231,38435,User status LOIA is active (ORD IB5027869000 ),6.0,"Error Message:
IDoc ID: 46638231
Pollex ID: 38435
Description: User status LOIA is active (ORD IB5027869000 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-02-27 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-02-27 00:00:00,46651924,38470,Unit of measure ROL cannot be converted to stock unit of measure ST,8.0,"Error Message:
IDoc ID: 46651924
Pollex ID: 38470
Description: Unit of measure ROL cannot be converted to stock unit of measure ST","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-02-27 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-02-27 00:00:00,46653730,38466,G/L account 506301 is not provided for in company code 0090,4.0,"Error Message:
IDoc ID: 46653730
Pollex ID: 38466
Description: G/L account 506301 is not provided for in company code 0090","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {""RFC_READ_TABLE"": {""GLACCOUNT_SCREEN_KEY"": {""SAKNR"": {""506301"": ""SAKNR,BURKS\n506301,0043""}}}}, ""CURRENT_DATE"": ""2023-02-27 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-03-06 00:00:00,46808153,38674,User status LOIA is active (ORD IB5029068300 ),6.0,"Error Message:
IDoc ID: 46808153
Pollex ID: 38674
Description: User status LOIA is active (ORD IB5029068300 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-06 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-03-17 00:00:00,47027922,39060,System status CLSD is active (ORD IB5014369000 ),5.0,"Error Message:
IDoc ID: 47027922
Pollex ID: 39060
Description: System status CLSD is active (ORD IB5014369000 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-17 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-03-21 00:00:00,47066354,39150,System status CLSD is active (ORD IB9312250006 ),5.0,"Error Message:
IDoc ID: 47066354
Pollex ID: 39150
Description: System status CLSD is active (ORD IB9312250006 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-21 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-03-22 00:00:00,47079518,39192,Material 22031000 1540 0010 is not available,2.0,"Error Message:
IDoc ID: 47079518
Pollex ID: 39192
Description: Material 22031000 1540 0010 is not available","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-22 00:00:00"", ""IDOC_VALUES"": {""47079518"": {""E1EDL24"": {""LGORT"": ""0010""}}}, ""MATERIALS_IN_STORAGE_LOCATION"": {""0138"": ""Material, Description\n03600, Material 03600\n05315, Material 05315\n00918, Material 00918\n03754, Material 03754\n00527, Material 00527\n"", ""0188"": ""Material, Description\n09294, Material 09294\n05157, Material 05157\n03485, Material 03485\n08181, Material 08181\n06484, Material 06484\n"", ""0064"": ""Material, Description\n09199, Material 09199\n08832, Material 08832\n04306, Material 04306\n09579, Material 09579\n07021, Material 07021\n"", ""0043"": ""Material, Description\n08350, Material 08350\n08087, Material 08087\n01491, Material 01491\n00773, Material 00773\n01798, Material 01798\n"", ""0120"": ""Material, Description\n06306, Material 06306\n06254, Material 06254\n09765, Material 09765\n07670, Material 07670\n08671, Material 08671\n""}, ""POLLEX_STORAGE_LOCATIONS"": ""ID, Description\n0138, Location 0138\n0188, Location 0188\n0064, Location 0064\n0043, Location 0043\n0120, Location 0120\n"", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n0138, Location 0138\n0188, Location 0188\n0064, Location 0064\n0043, Location 0043\n0120, Location 0120\n""}, ""STORAGE_LOCATION_ID"": ""0010"", ""STORAGE_LOCATION_INFO"": {""1540"": {""0138"": ""Location 0138:\nMaterial, Description\n03600, Material 03600\n05315, Material 05315\n00918, Material 00918\n03754, Material 03754\n00527, Material 00527\n"", ""0188"": ""Location 0188:\nMaterial, Description\n09294, Material 09294\n05157, Material 05157\n03485, Material 03485\n08181, Material 08181\n06484, Material 06484\n"", ""0064"": ""Location 0064:\nMaterial, Description\n09199, Material 09199\n08832, Material 08832\n04306, Material 04306\n09579, Material 09579\n07021, Material 07021\n"", ""0043"": ""Location 0043:\nMaterial, Description\n08350, Material 08350\n08087, Material 08087\n01491, Material 01491\n00773, Material 00773\n01798, Material 01798\n"", ""0120"": ""Location 0120:\nMaterial, Description\n06306, Material 06306\n06254, Material 06254\n09765, Material 09765\n07670, Material 07670\n08671, Material 08671\n"", ""0010"": ""Location 0010:\nMaterial, Description\n06306, Material 06306\n06254, Material 06254\n09765, Material 09765\n07670, Material 07670\n08671, Material 08671\n""}}}"
2023-03-22 00:00:00,87901901,55063,Storage location 0061 is not allowed (Check your entry),1.0,"Error Message:
IDoc ID: 87901901
Pollex ID: 55063
Description: Storage location 0061 is not allowed (Check your entry)","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-22 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": ""ID, Description\n0089, Location 0089\n0104, Location 0104\n0085, Location 0085\n0082, Location 0082\n0171, Location 0171\n0061, Location 0061\n"", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n0089, Location 0089\n0104, Location 0104\n0085, Location 0085\n0082, Location 0082\n0171, Location 0171\n""}, ""STORAGE_LOCATION_ID"": ""0061"", ""STORAGE_LOCATION_INFO"": ""Error: Storage location 0061 not available in plant 1540""}"
2023-03-30 00:00:00,47229336,39558,Material 11022055 1540 0001 is not available,2.0,"Error Message:
IDoc ID: 47229336
Pollex ID: 39558
Description: Material 11022055 1540 0001 is not available","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-03-30 00:00:00"", ""IDOC_VALUES"": {""47229336"": {""E1EDL24"": {""LGORT"": ""0001""}}}, ""MATERIALS_IN_STORAGE_LOCATION"": {""0194"": ""Material, Description\n07435, Material 07435\n00055, Material 00055\n04317, Material 04317\n08203, Material 08203\n02929, Material 02929\n"", ""0070"": ""Material, Description\n03260, Material 03260\n02506, Material 02506\n06128, Material 06128\n02648, Material 02648\n08839, Material 08839\n"", ""0198"": ""Material, Description\n00321, Material 00321\n01834, Material 01834\n05949, Material 05949\n05040, Material 05040\n03925, Material 03925\n"", ""0166"": ""Material, Description\n07964, Material 07964\n01135, Material 01135\n08729, Material 08729\n02062, Material 02062\n02105, Material 02105\n"", ""0089"": ""Material, Description\n09940, Material 09940\n06934, Material 06934\n03472, Material 03472\n08837, Material 08837\n03297, Material 03297\n""}, ""POLLEX_STORAGE_LOCATIONS"": ""ID, Description\n0194, Location 0194\n0070, Location 0070\n0198, Location 0198\n0166, Location 0166\n0089, Location 0089\n"", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n0194, Location 0194\n0070, Location 0070\n0198, Location 0198\n0166, Location 0166\n0089, Location 0089\n""}, ""STORAGE_LOCATION_ID"": ""0001"", ""STORAGE_LOCATION_INFO"": {""1540"": {""0194"": ""Location 0194:\nMaterial, Description\n07435, Material 07435\n00055, Material 00055\n04317, Material 04317\n08203, Material 08203\n02929, Material 02929\n"", ""0070"": ""Location 0070:\nMaterial, Description\n03260, Material 03260\n02506, Material 02506\n06128, Material 06128\n02648, Material 02648\n08839, Material 08839\n"", ""0198"": ""Location 0198:\nMaterial, Description\n00321, Material 00321\n01834, Material 01834\n05949, Material 05949\n05040, Material 05040\n03925, Material 03925\n"", ""0166"": ""Location 0166:\nMaterial, Description\n07964, Material 07964\n01135, Material 01135\n08729, Material 08729\n02062, Material 02062\n02105, Material 02105\n"", ""0089"": ""Location 0089:\nMaterial, Description\n09940, Material 09940\n06934, Material 06934\n03472, Material 03472\n08837, Material 08837\n03297, Material 03297\n"", ""0001"": ""Location 0001:\nMaterial, Description\n09940, Material 09940\n06934, Material 06934\n03472, Material 03472\n08837, Material 08837\n03297, Material 03297\n""}}}"
2023-03-31 00:00:00,66234581,76554,G/L account 775934 is locked for posting in company code 0015,3.0,"Error Message:
IDoc ID: 66234581
Pollex ID: 76554
Description: G/L account 775934 is locked for posting in company code 0015","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-04-01 00:00:00"", ""IDOC_VALUES"": {""66234581"": {""EDI_DC40"": {""CREDAT"": ""2023-03-31 00:00:00""}}}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-04 00:00:00,47305594,39666,User status LOIA is active (ORD IB5019969000 ),6.0,"Error Message:
IDoc ID: 47305594
Pollex ID: 39666
Description: User status LOIA is active (ORD IB5019969000 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-04-04 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-07 00:00:00,68401401,22014,Storage location 0007 is not allowed (Check your entry),1.0,"Error Message:
IDoc ID: 68401401
Pollex ID: 22014
Description: Storage location 0007 is not allowed (Check your entry)","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-04-07 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": ""ID, Description\n0194, Location 0194\n0013, Location 0013\n0052, Location 0052\n0068, Location 0068\n0140, Location 0140\n0007, Location 0007\n"", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n0194, Location 0194\n0013, Location 0013\n0052, Location 0052\n0068, Location 0068\n0140, Location 0140\n""}, ""STORAGE_LOCATION_ID"": ""0007"", ""STORAGE_LOCATION_INFO"": ""Error: Storage location 0007 not available in plant 1540""}"
2023-04-13 00:00:00,47454861,39928,System status CRTD is active (ORD IB4121064000 ),5.0,"Error Message:
IDoc ID: 47454861
Pollex ID: 39928
Description: System status CRTD is active (ORD IB4121064000 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {""IW33"": {""ORDER_NUMBER"": {""IB4121064000"": {""PERSON_RESPONSIBLE"": ""00000001""}}}}, ""RFC_READ_TABLE"": {""RFC_READ_TABLE"": {""PUSER002"": {""PUSER_ID"": {""00000001"": ""person.responsible@company.com""}}}}, ""CURRENT_DATE"": ""2023-04-13 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-13 02:01:36,47454861,39928,"Your order has been released.

From: Employee 1 <employee.1@company.com>
Date: 2023-04-13 02:01:36
To: LLM Agent <llm.agent@company.com>
Subject: Release Order IB4121064000

Dear Person responsible for the order IB4121064000,

Error Message:
IDoc ID: 47454861
Pollex ID: 39928
Description: System status CRTD is active (ORD IB4121064000 )

Please release the order IB4121064000. Answer this email when you have released the order.",7.0,"Your order has been released.

From: Employee 1 <employee.1@company.com>
Date: 2023-04-13 02:01:36
To: LLM Agent <llm.agent@company.com>
Subject: Release Order IB4121064000

Dear Person responsible for the order IB4121064000,

Error Message:
IDoc ID: 47454861
Pollex ID: 39928
Description: System status CRTD is active (ORD IB4121064000 )

Please release the order IB4121064000. Answer this email when you have released the order.","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-04-13 02:01:36"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-21 00:00:00,67518907,74741,G/L account 505401 is not provided for in company code 0075,4.0,"Error Message:
IDoc ID: 67518907
Pollex ID: 74741
Description: G/L account 505401 is not provided for in company code 0075","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {""RFC_READ_TABLE"": {""GLACCOUNT_SCREEN_KEY"": {""SAKNR"": {""505401"": ""SAKNR,BURKS\n505401,0043""}}}}, ""CURRENT_DATE"": ""2023-04-21 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-28 00:00:00,47725997,40496,System status CRTD is active (ORD 71501218 ),5.0,"Error Message:
IDoc ID: 47725997
Pollex ID: 40496
Description: System status CRTD is active (ORD 71501218 )","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {""IW33"": {""ORDER_NUMBER"": {""71501218"": {""PERSON_RESPONSIBLE"": ""00000001""}}}}, ""RFC_READ_TABLE"": {""RFC_READ_TABLE"": {""PUSER002"": {""PUSER_ID"": {""00000001"": ""person.responsible@company.com""}}}}, ""CURRENT_DATE"": ""2023-04-28 00:00:00"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
2023-04-28 13:29:58,47725997,40496,"The order 71501218 has been released. Your request is completed.

From: Employee 1 <employee.1@company.com>
Date: 2023-04-28 13:29:58
To: LLM Agent <llm.agent@company.com>
Subject: Release Order 71501218

Dear Person responsible for the order 71501218,

Error Message:
IDoc ID: 47725997
Pollex ID: 40496
Description: System status CRTD is active (ORD 71501218 )

Please release the order 71501218. Answer this email when you have completed the release.",7.0,"The order 71501218 has been released. Your request is completed.

From: Employee 1 <employee.1@company.com>
Date: 2023-04-28 13:29:58
To: LLM Agent <llm.agent@company.com>
Subject: Release Order 71501218

Dear Person responsible for the order 71501218,

Error Message:
IDoc ID: 47725997
Pollex ID: 40496
Description: System status CRTD is active (ORD 71501218 )

Please release the order 71501218. Answer this email when you have completed the release.","{""RULE_BASE"": """", ""RPA_FIELD_VALUE"": {}, ""RFC_READ_TABLE"": {}, ""CURRENT_DATE"": ""2023-04-28 13:29:58"", ""IDOC_VALUES"": {}, ""MATERIALS_IN_STORAGE_LOCATION"": {}, ""POLLEX_STORAGE_LOCATIONS"": """", ""STORAGE_LOCATIONS_IN_PLANT"": {""1540"": ""ID, Description\n""}, ""STORAGE_LOCATION_ID"": """", ""STORAGE_LOCATION_INFO"": {}}"
